stationReference,lat,long,easting,northing,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow
3004TH,51.30878,-0.49491799999999997,505005.0,157705.0,,,,
E10530,50.954776,-0.558421,501350.0,118250.0,,,,
2851SO,51.337943,-0.346895,515249.0,161170.0,,,,
4685,52.994773,-1.136927,458026.0,344510.0,,,,
E21505,51.981248,-0.715727,488300.0,232200.0,1.889,0.187,0.676,0.222
E6621,51.01189,0.398508,568350.0,126350.0,,,,
52122,51.058626,-2.717465,349814.0,129055.0,,,,
754008,54.762529,-3.278022,317862.0,541595.0,1.33,0.607,1.4,0.62
023103,55.230707,-2.581702,363100.0,593100.0,2.305,0.04,0.515,0.082
2099,51.998816,-2.155465,389423.0,233387.0,,,,
E23042,52.075981,1.10243,612700.0,246500.0,,,,
L3230,53.751865,-0.333266,509998.0,429679.0,1.079,,,
L3237,53.781634,-0.40779299999999996,505010.0,432878.0,,,,
E21765,52.306909,0.351099,560388.0,270247.0,0.488,0.064,0.17200000000000001,0.049
693555,53.375882,-2.538601,364265.0,386695.0,,,,
2276,51.893887,-2.068696,395369.0,221707.0,,,,
47000,52.846968,-1.619872,425698.0,327787.0,2.348,-0.056,1.473,0.158
4131,52.848235,-1.562071,429590.0,327950.0,3.709,0.107,2.35,0.858
2218,52.401988,-1.495801,434400.0,278340.0,2.008,0.111,1.9300000000000002,0.153
2052,52.879618,-2.55338,362855.0,331495.0,,,,
E21102,52.387,0.779403,589241.0,280188.0,,,,
753200,54.613959,-3.560833,299298.0,525433.0,0.734,0.182,1.1,0.25
055027_TG 328,51.928793,-2.524006,364065.0,225717.0,1.229,0.026000000000000002,0.313,0.075
4044,53.2366,-1.145421,457135.0,371405.0,,,,
724647,54.063594,-2.7918789999999998,348268.0,463364.0,3.8449999999999998,0.404,2.007,0.58
E23012,51.846805,1.1636,618000.0,221200.0,,,,
L0509,53.527445,-1.6457609999999998,423580.0,403480.0,2.3529999999999998,0.274,1.55,0.339
48168,50.285093,-5.057396,182292.0,47265.0,,,,
2607,51.996906,-2.373352,374463.0,233229.0,,,,
E21103,52.376585,0.7836719999999999,589576.0,279041.0,,,,
E68651,52.966495,-0.023228,532858.0,342844.0,,,,
E22712,52.047653,0.950823,602441.0,242917.0,1.5710000000000002,0.124,0.85,0.299
E22095,52.563628,0.317384,557174.0,298723.0,,,,
067639,53.216884,-2.9068069999999997,339545.0,369255.0,,,,
055L010SG,52.223407,-2.851042,341962.0,258698.0,1.278,0.0,1.2,0.0
E13480,50.997377,-1.496618,435421.0,122119.0,1.039,0.0,0.769,0.01
E21381,52.588298,0.33950199999999997,558584.0,301515.0,,,,
4682,53.261791,-1.906782,406315.0,373871.0,,,,
E4330,51.145063,0.846976,599232.0,142276.0,1.77,0.065,0.61,0.10300000000000001
45129,51.054576,-3.479275,296417.0,129401.0,0.883,0.038,0.6000000000000001,0.059000000000000004
755900B,54.868007,-3.394362,310610.0,553474.0,6.4,,,
713207a,53.72557,-2.489743,367783.0,425576.0,0.445,0.028,1.4,0.03
52117,50.943504,-2.608654,357334.0,116184.0,4.565,0.0,3.1,0.116
4238,53.13623,-1.202871,453425.0,360195.0,,,,
692388,53.39601,-2.112666,392605.0,388805.0,,,,
690554,53.505001,-2.275273,381839.0,400960.0,,,,
713207,53.726088,-2.490476,367735.0,425634.0,0.277,0.011,1.4,0.03
E24255,52.335738,0.008586,536950.0,272750.0,2.182,0.081,0.918,0.298
3213TH,51.125252,-0.17363599999999998,527905.0,137805.0,,,,
53156,51.457857,-2.117851,391908.0,173216.0,,,,
F3123,53.985472,-0.374695,506671.0,455604.0,,,,
1390TH,51.736683,-1.229173,453325.0,204501.0,,,,
021037,55.602485,-1.769011,414652.0,634345.0,1.358,-0.036000000000000004,0.39,0.03
2216,52.396603999999996,-1.5916839999999999,427880.0,277700.0,1.491,0.0,3.2,0.0
E700,51.207227,0.390032,567050.0,148050.0,,,,
021034,55.570489,-2.003375,399885.0,630760.0,3.842,0.215,1.879,0.623
2416TH,51.282041,-0.831662,481581.0,154304.0,,,,
0904TH,51.70718,-1.465193,437051.0,201074.0,0.728,-0.20800000000000002,0.42,0.005
1489TH,51.819783,-1.242178,452331.0,213734.0,9.327,6.127,7.8,6.492
021035,55.558931,-1.972111,401857.0,629474.0,4.473,0.17500000000000002,1.13,0.135
1482TH,51.898304,-1.154078,458302.0,222534.0,,,,
45141,50.681467,-3.470581,296200.0,87900.0,1.492,0.05,0.65,0.339
4095,52.643962,-1.73394,418099.0,305170.0,3.208,0.252,2.1,0.418
E15370,51.443911,0.100162,546050.0,173750.0,,,,
371301002,50.790954,0.32792299999999996,564174.0,101626.0,5.09,,,
3092TH,51.341131,-0.5079859999999999,504021.0,161284.0,,,,
L3411,53.798879,-0.799526,479167.0,434289.0,2.2560000000000002,-0.489,1.0,-0.385
E4453,52.366293,-0.5714800000000001,497363.0,275210.0,,,,
4895,53.079153,-2.052945,396550.0,353550.0,2.279,0.037,1.88,0.068
531188,51.369714,-2.116187,392008.0,163413.0,1.27,0.055,0.6000000000000001,0.0
3072TH,51.292133,-0.645752,494526.0,155649.0,,,,
4040TH,51.393329,-0.241392,522450.0,167500.0,1.877,0.77,2.13,0.912
E21026,52.269652,0.212141,551042.0,265805.0,,,,
531190,51.631416,-2.5750539999999997,360294.0,192669.0,5.568,2.2439999999999998,6.0,2.0
1912TH,51.721379,-0.841337,480133.0,203153.0,,,,
F0103,53.26654,-1.337263,444300.0,374600.0,2.543,0.037,1.7000000000000002,0.10300000000000001
E8654,50.91492,0.038854,543421.0,114808.0,6.6,5.02,5.7,5.25
531191,51.631442,-2.575285,360278.0,192672.0,8.359,,,
2434TH,51.377331,-0.826364,481781.0,164907.0,,,,
4070TH,51.410502,-0.24720399999999998,522000.0,169400.0,2.459,0.338,2.4,0.779
2423TH,51.291321,-0.774462,485553.0,155401.0,1.65,0.14,1.53,0.18
531189,51.392039,-2.162982,388756.0,165902.0,1.677,0.0,0.8,0.0
0301TH,51.591169,-1.723948,419220.0,188072.0,,,,
E19035,52.197227,0.087527,542772.0,257498.0,2.12,0.007,1.0,0.057
E6630,50.989593,0.47573499999999996,573850.0,124050.0,,,,
E23774,52.320084,-0.20596699999999998,522376.0,270625.0,,,,
43185,51.018213,-1.8264420000000001,412270.0,124330.0,76.97,54.92,70.0,0.0
SU85_47,51.250135,-0.811852,483020.0,150778.0,68.05,58.809,58.519,50.396
2934TH,51.39117,-0.516262,503332.0,166837.0,,,,
E2500,51.323963,1.206421,623500.0,163200.0,3.243,0.0,1.77,0.367
E13510,51.009355,-1.4989249999999998,435250.0,123450.0,,,,
5290TH,51.76417,0.013620000000000002,539055.0,209195.0,,,,
L2225,54.149209,-1.570465,428153.0,472685.0,6.874,0.223,0.856,0.256
5518TH,51.597866,0.154258,549305.0,190979.0,1.346,0.258,1.502,0.266
2450TH,51.237527,-0.858803,479765.0,149324.0,,,,
690150,53.664894,-2.315043,379280.0,418760.0,2.776,0.0,1.6,0.006
692675,53.395007,-2.193868,387205.0,388705.0,,,,
E12493,51.066745,-1.310181,448432.0,129939.0,37.2,36.2,36.75,36.22
49163,50.623763,-4.67804,210671.0,83875.0,1.082,0.131,0.8,0.182
1304TH,51.750364,-1.263692,450926.0,205998.0,,,,
765052,54.774406,-2.993311,336200.0,542620.0,3.5460000000000003,0.26,1.6,0.312
L08041,53.50515,-1.343017,443672.0,401142.0,1.859,0.038,1.0,0.14200000000000002
E14821,50.649055,-1.249848,453131.0,83532.0,1.34,0.02,0.6900000000000001,0.05
E12412,50.935796,-1.368504,444470.0,115340.0,2.194,0.73,2.05,1.4
46117,50.441465,-3.8523959999999997,268560.0,61820.0,2.038,0.0,1.4,0.004
E15460,51.412972,0.12031499999999999,547550.0,170350.0,,,,
2927TH,51.399312,-0.5613100000000001,500180.0,167680.0,2.073,0.615,1.7000000000000002,0.706
49117,50.566809,-4.75052,205310.0,77731.0,1.224,0.0,0.8,0.053
48111,50.343417,-4.749042,204495.0,52892.0,,,,
531116,51.230803,-2.308252,378573.0,148003.0,3.27,0.292,2.55,0.364
2655TH,51.528985,-0.716959,489100.0,181900.0,1.467,0.13,1.3,0.161
764115,54.896753,-2.9036049999999998,342146.0,556156.0,,,,
52205,51.209432,-2.678492,352700.0,145800.0,1.401,0.1,0.765,0.419
2736TH,51.501135,-0.612495,496405.0,178935.0,,,,
E21222,52.450441,0.982414,602762.0,287793.0,0.86,0.021,0.301,0.047
692370,53.404904,-2.056058,396370.0,389790.0,2.008,0.08,1.7000000000000002,0.148
E13540,51.034114,-1.548274,431771.0,126181.0,23.87,22.92,23.8,22.94
L1308,53.681545,-1.730465,417900.0,420600.0,3.346,0.13,1.3,0.201
765850,54.79619,-2.954259,338745.0,545009.0,2.875,0.16,1.0,0.176
3088TH,51.295832,-0.544825,501555.0,156195.0,,,,
2153,51.797035,-2.348106,376090.0,210990.0,7.308,1.186,7.0,1.589
50120,50.799678,-3.999785,259170.0,101920.0,3.654,0.15,1.6,0.23500000000000001
760101,54.482067,-2.351872,377299.0,509694.0,2.685,0.031,1.4,0.07200000000000001
53120,51.30679,-2.280873,380517.0,156446.0,4.164,0.15,3.2,0.542
690340,53.498815,-2.493652,367350.0,400350.0,,,,
50139,51.053143,-3.969407,262063.0,130046.0,1.178,0.0,0.59,0.049
720107,53.896103,-2.779699,348860.0,444720.0,4.236,0.05,3.15,0.17
692510,53.414388,-2.155893,389735.0,390855.0,,,,
E21445,52.089506,-0.721934,487662.0,244233.0,1.8679999999999999,0.057,0.833,0.149
2807TH,51.58043,-0.42606499999999997,509155.0,188015.0,1.833,0.13,1.2,0.136
4071,53.062491,-0.852881,476970.0,352310.0,2.76,0.16,1.7000000000000002,0.22
2409TH,51.3188,-1.019874,468400.0,158200.0,0.88,0.156,0.55,0.183
53139,51.35329,-2.632652,356040.0,161770.0,3.133,0.047,0.9,0.06
E21747,52.354128,0.037320000000000006,538850.0,274850.0,3.145,0.088,2.55,0.584
2649,52.387107,-1.128914,459381.0,276922.0,2.4130000000000003,0.002,1.3599999999999999,0.031
E9930,50.896759,-0.544372,502464.0,111818.0,3.69,1.228,2.5,1.4
E5755,52.934234000000004,1.301631,621980.0,342530.0,,,,
44208,50.690658,-2.479859,366200.0,88000.0,71.761,63.848,71.0,0.0
2084,52.461315,-2.207471,386000.0,284840.0,3.216,0.054,2.4,0.105
E8364,50.969098779995065,0.09861199082258301,547450.0,120950.0,,,,
5364TH,51.616543,-0.126609,529800.0,192520.0,3.052,2.496,3.0,2.511
E22815,51.810408,0.674711,584481.0,215803.0,2.332,0.123,1.26,0.132
2747TH,51.501038,-0.604285,496975.0,178935.0,,,,
2872,52.217941,-2.213213,385530.0,257770.0,7.276,0.779,2.4,0.874
2320,51.85366,-2.578653,360241.0,217389.0,7.551,0.32,4.0,0.42
692825,53.449795,-2.21821,385605.0,394805.0,,,,
44110,50.732383,-2.752341,347000.0,92800.0,1.318,0.0,0.65,0.0
48160,50.215231,-5.476421,152085.0,40810.0,4.537,,,
8208TH,51.689765,-0.5548700000000001,499990.0,199990.0,,,,
E21408,52.058452,-0.7047629999999999,488900.0,240800.0,1.496,0.029,0.341,0.07
022003,55.363152,-2.180351,388665.0,607700.0,1.592,0.024,1.0,0.039
4050,53.503749,-1.027736,464585.0,401225.0,,,,
023006,54.943457,-2.513542,367200.0,561100.0,2.715,0.074,1.9,0.122
E14520,50.76312,-1.5370059999999999,432750.0,96050.0,1.7530000000000001,-1.152,1.7530000000000001,-1.15
F1385,53.684963,-1.660794,422500.0,421000.0,1.682,0.025,0.5,0.035
2499TH,51.567382,-0.769176,485406.0,186108.0,1.239,-0.022,0.449,0.06
E4320,51.158849,0.825197,597650.0,143750.0,,,,
690201,53.608903,-2.109832,392830.0,412490.0,1.861,0.06,1.92,0.133
690503,53.546445,-2.371963,375450.0,405600.0,6.33,0.459,4.05,0.624
44135,50.56449,-2.452469,368049.0,73958.0,,,,
43126,50.873976,-1.7732549999999998,416050.0,108300.0,1.299,0.077,0.301,0.094
46126,50.551765,-3.916854,264300.0,74200.0,2.811,0.18,2.0,0.251
E1299,52.784469,-0.626388,492739.0,321651.0,1.81,0.0,0.84,0.079
0004,51.445636,0.743416,590740.0,175420.0,,,,
L2107,54.085235,-1.761488,415700.0,465508.0,3.931,0.09,0.9,0.14100000000000001
L2409,54.011286,-1.199598,452550.0,457550.0,7.218,-0.041,6.75,0.117
E15124,50.66453,-1.152467,459996.0,85327.0,2.61,0.008,1.2,0.03
5546TH,51.599864,0.249585,555900.0,191400.0,2.757,-0.368,2.2,-0.23500000000000001
3065TH,51.142186,-0.48039899999999996,506400.0,139200.0,3.378,1.204,2.33,1.229
4127,52.879472,-1.254839,450245.0,331595.0,,,,
2884TH,51.520712,-0.50077,504115.0,181265.0,,,,
F3702,54.510602,-1.5628700000000002,428400.0,512900.0,1.353,0.08,0.88,0.14200000000000002
2879_w1TH,51.567599,-0.49112000000000006,504677.0,186493.0,0.465,0.002,0.6000000000000001,0.035
0311TH,51.553565,-1.803214,413740.0,183872.0,2.188,0.72,1.69,0.735
47139,50.570244,-4.318502,235913.0,77067.0,2.325,0.182,1.8,0.28600000000000003
L3314,53.735923,-0.210149,518160.0,428103.0,1.986,,,
L2905,54.458047,-0.824546,476300.0,507600.0,3.653,-0.01,1.8,0.069
1490TH,51.750579,-1.24661,452105.0,206034.0,6.18,4.67,6.19,4.8
L08013,53.513589,-1.312304,445700.0,402100.0,3.535,0.311,2.0,0.34800000000000003
E25940,52.827359,0.847422,591934.0,329337.0,0.763,0.113,0.64,0.091
E13823,51.152223,-1.450813,438507.0,139362.0,1.007,0.591,1.0,0.4
2550TH,51.635466,-0.7690100000000001,485290.0,193680.0,0.609,-0.137,1.0,0.0
5550TH,51.553141,0.236647,555163.0,186177.0,1.751,0.046,1.15,0.095
744130,54.482917,-3.52339,301400.0,510800.0,3.275,0.32,1.5,0.361
50195,50.738205,-3.9998709999999997,258979.0,95085.0,1.48,0.066,0.9,0.10300000000000001
E23983,52.236107,0.176171,548700.0,262000.0,,,,
52145,51.073436,-2.964828,332500.0,130900.0,5.185,0.6000000000000001,2.462,2.012
693132,53.410314,-2.413046,372640.0,390470.0,1.417,0.058,0.8,0.116
53195,51.54757293190642,-2.4873814448485563,366300.0,183300.0,,,,
43214,50.771447,-1.822108,412640.0,96889.0,1.744,0.19,0.64,0.23
E1660,52.271031,-0.9228069999999999,473600.0,264200.0,1.863,0.0,1.3900000000000001,0.137
693120,52.677618,-2.340057,377105.0,308935.0,,,,
2093,52.191595,-1.70123,420520.0,254860.0,2.71,0.14,0.926,0.499
3247TH,51.204792,-0.16770000000000002,528100.0,146660.0,3.05,-0.044,2.4,0.183
692800,53.438035,-2.255783,383105.0,393505.0,,,,
022012,55.040628,-1.8732129999999998,408200.0,571800.0,2.763,0.0,1.4,0.057
2002TH,51.529995,-1.135937,460035.0,181586.0,0.8310000000000001,-0.259,0.35000000000000003,0.0
3269TH,51.233732,-0.288379,519595.0,149675.0,,,,
724323,54.118746,-2.53947,364835.0,469345.0,3.433,0.491,2.709,0.511
45211,50.752859,-3.047245,326220.0,95330.0,2.591,0.1,1.5,0.199
E14992,50.693188,-1.108712,463050.0,88550.0,,,,
E4321,51.157688,0.8151849999999999,596955.0,143594.0,3.9,0.0,2.34,0.066
E24821,52.373829,-0.149082,526100.0,276700.0,1.921,0.005,0.9500000000000001,0.07100000000000001
E1472,52.605456,0.062745,539783.0,302851.0,,,,
E14270,50.815958,-1.550253,431780.0,101920.0,2.1310000000000002,0.027,1.32,0.131
712100,53.791155,-2.247834,383770.0,432790.0,2.001,0.562,1.5,0.581
48112,50.188345,-5.422438,155798.0,37643.0,,,,
055018_TG 327,52.081299,-2.563805,361460.0,242700.0,2.65,0.099,1.6,0.188
51105,51.201053,-3.5780339999999997,289845.0,145833.0,1.133,0.0,0.65,0.043000000000000003
4123,52.567357,-1.5257900000000002,432239.0,296721.0,2.15,0.361,1.7000000000000002,0.455
52108,50.974487,-3.313793,307856.0,120275.0,2.195,0.03,1.3,0.151
44227,50.609187,-1.962716,402734.0,78831.0,0.553,0.001,0.45,0.02
38_BRENT_RES,51.570831,-0.245027,521724.0,187233.0,,,,
0155TH,51.632205,-2.007169,399600.0,192600.0,1.887,-0.242,1.311,0.0
055811_TG 9303,52.096497,-2.969481,333683.0,244684.0,6.991,0.093,3.8,0.27
3390TH,51.405736,-0.302166,518190.0,168780.0,1.225,0.024,0.9,0.106
693021,53.50507,-2.506857,366479.0,401052.0,,,,
L1113,53.636353,-1.7269109999999999,418154.0,415573.0,2.006,0.027,1.75,0.097
E2928,52.248411,-0.907242,474700.0,261700.0,2.784,-0.13,1.242,0.0
E13820,51.153011,-1.450189,438550.0,139450.0,,,,
L1707,53.794197,-1.5354329999999998,430700.0,433200.0,2.957,0.363,1.5,0.532
023025,54.988608,-2.141972,391013.0,566013.0,5.71,-0.095,3.8,-0.001
48114,50.365636,-4.712624,207176.0,55267.0,,,,
0003,51.496948,0.020435,540347.0,179492.0,4.74,,,
2976TH,51.344527,-0.6040909999999999,497320.0,161530.0,2.496,0.244,1.55,0.326
712615,53.81982,-2.413116,372900.0,436030.0,4.642,0.25,3.33,0.325
4053,52.727805,-2.117669,392150.0,314470.0,2.495,0.1,0.756,0.217
E1142,52.651537,-0.260079,517800.0,307400.0,,,,
1635TH,51.753242,-1.290099,449100.0,206300.0,3.117,0.797,2.13,1.006
E10824,50.861097,-0.928616,475500.0,107390.0,1.037,0.0,0.8,0.058
2759TH,51.492741,-0.5947439999999999,497655.0,178025.0,,,,
F1301,53.726098,-1.382805,440820.0,425700.0,3.692,0.354,3.1,1.1
L3370,53.577909,0.107029,539600.0,411100.0,5.239,,,
E2061,52.400135,-0.544254,499141.0,279011.0,,,,
4327TH,51.424134,-0.0031609999999999997,538930.0,171350.0,1.7349999999999999,0.382,0.454,0.391
1761TH,51.565511,-1.460667,437480.0,185320.0,0.229,0.016,0.198,0.058
44136,50.570736,-2.460592,367478.0,74656.0,,,,
681210,53.242164,-2.499533,366760.0,371800.0,4.204,0.167,2.4,0.244
43108,51.061485,-2.080366,394464.0,129131.0,2.9210000000000003,0.505,1.2,0.53
E15667,51.192697,0.239456,556582.0,146103.0,,,,
L24012,53.707432,-0.7258789999999999,484200.0,424200.0,6.01,,,
4939TH,51.904243,0.020897,539125.0,224786.0,1.654,0.027,1.1,0.062
E1141,51.172777,0.173655,552050.0,143750.0,,,,
2515,52.306762,-2.076947,394850.0,267631.0,2.143,0.064,0.362,0.127
2223,51.896062,-2.069746,395297.0,221949.0,1.442,0.064,1.2,0.0
2436TH,51.360108,-0.9068919999999999,476205.0,162905.0,,,,
1301TH,51.789307,-1.306931,447900.0,210300.0,0.977,-0.811,0.30000000000000004,0.0
L1540,53.957753,-2.073107,395300.0,451300.0,2.481,0.02,1.2,0.088
4878,52.515925,-1.880351,408216.0,290901.0,3.652,0.222,2.0,0.324
531107,51.290615,-2.483966,366348.0,154721.0,0.887,0.0,0.7000000000000001,0.0
682223,53.281649,-2.637784,357573.0,376266.0,7.324,4.364,6.04,4.665
E4360,51.142293,0.877089,601350.0,142050.0,,,,
4197,53.2536,-1.904027,406500.0,372960.0,1.795,0.092,1.16,0.16
694748,53.507328,-2.962574,336257.0,401615.0,2.564,0.193,1.764,0.202
E2280,51.215819,0.44470699999999996,570837.0,149131.0,,,,
45220,50.795583,-2.98435,330720.0,100020.0,3.585,0.0,1.6,0.374
43233,50.797163,-2.083018,394245.0,99737.0,1.432,0.0,0.961,0.0
E24830,52.217851,1.492103,638636.0,263486.0,2.94,0.891,1.76,0.0
712175,53.852195,-2.140021,390886.0,439562.0,1.6800000000000002,0.029,1.3860000000000001,0.038
E22518,52.049066,0.461993,568921.0,241825.0,1.988,0.005,1.11,0.015
2873TH,51.677124,-0.6502819999999999,493421.0,198458.0,0.459,-0.149,0.5,0.044
49114,50.470264,-4.716144,207351.0,66908.0,,,,
E22778,51.955175,0.426847,566860.0,231303.0,2.034,0.008,1.27,0.05
E22843,51.884939,0.365166,562876.0,223353.0,2.099,0.067,1.29,0.077
E660,51.193563,0.21614000000000003,554950.0,146150.0,,,,
1930TH,51.795602,-0.944321,472900.0,211300.0,2.59,0.511,2.09,0.978
4320TH,51.394835,0.016838,540410.0,168130.0,0.885,0.0,0.35000000000000003,0.034
E13291,50.955026,-1.5341339999999999,432818.0,117392.0,3.26,0.02,2.07,0.04
2107,52.344778,-3.043943,328980.0,272370.0,2.852,0.515,0.981,0.532
713122,53.744555,-2.6615,356470.0,427780.0,3.307,0.23,2.43,0.273
3078TH,51.306994,-0.5371119999999999,502068.0,157447.0,,,,
E22147,52.55994,0.510116,570250.0,298750.0,2.38,1.412,2.036,1.621
52127,51.054966,-2.936065,334489.0,128820.0,5.183,0.0,3.2,0.62
46154,50.35115,-3.577216,287886.0,51327.0,2.904,,,
2669,52.67455,-2.379329,374448.0,308607.0,1.194,0.096,0.24,0.116
E13870,51.194258,-1.4983119999999999,435153.0,144013.0,52.81,52.23,52.82,52.25
2603,51.730432,-2.362218,375080.0,203587.0,1.375,0.032,1.25,0.14100000000000001
L1388B,53.720511,-1.7051669999999999,419553.0,424942.0,1.9729999999999999,0.037,0.9500000000000001,0.054
685120,53.268266,-2.931165,337993.0,374992.0,,,,
1990TH,51.675126,-1.132094,460110.0,197730.0,2.626,0.31,2.0,0.5670000000000001
0390TH,51.64017,-1.826539,412100.0,193500.0,2.5869999999999997,0.5,1.901,0.625
4092,53.365754,-1.699474,420095.0,385475.0,,,,
2473TH,51.403467,-0.933245,474300.0,167700.0,1.392,0.10200000000000001,1.192,0.278
4380TH,51.39528,0.078815,544720.0,168300.0,2.609,-0.023,1.2,0.14100000000000001
49119,50.505924,-4.495089,223169.0,70322.0,,,,
43117,51.160588,-2.043272,397070.0,140150.0,1.346,0.0,0.435,0.032
E22351,52.040422,-0.335802,514241.0,239310.0,1.593,0.095,0.721,0.162
45172,50.904593,-3.479351,296077.0,112723.0,1.328,0.185,1.1,0.195
2132,52.359087,-2.876144,340430.0,273810.0,2.505,0.256,1.2,0.315
E1203,53.009861,-0.11602000000000001,526500.0,347500.0,3.357,0.0,1.439,0.517
E47061,52.849491,-0.275979,516197.0,329392.0,3.7,0.0,2.5700000000000003,0.0
1757TH,51.64711,-1.451462,438050.0,194400.0,2.718,0.225,1.8,0.485
E24803,52.626317,1.699909,650499.0,309602.0,1.9260000000000002,0.517,1.6,-0.30000000000000004
4033,53.198546,-1.906769,406325.0,366835.0,,,,
45195,50.626633,-3.405232,300701.0,81713.0,1.264,0.025,3.0,0.045
53155,51.34297,-2.266608,381526.0,160466.0,3.42,0.93,1.5779999999999998,1.007
F2302,54.153752,-1.350739,442500.0,473300.0,5.679,0.131,4.9,0.221
E22832,51.801923,0.634694,581757.0,214759.0,1.462,0.121,0.61,0.041
E2608,52.671948,-0.303639,514800.0,309600.0,0.66,-0.45,0.188,0.038
2613,52.260974,-1.408027,440500.0,262700.0,3.328,0.045,0.682,0.085
E24322,51.852917,0.9636049999999999,604200.0,221300.0,,,,
E73324,53.33167,-3.82522,278549.0,383195.0,,,,
45194,50.623071,-3.463655,296561.0,81397.0,,,,
44224,50.613227,-1.971617,402104.0,79280.0,1.313,0.0,0.65,0.067
1756TH,51.588848,-1.431205,439502.0,187931.0,0.86,0.34900000000000003,0.8,0.371
L2203,54.143859,-1.515258,431763.0,472113.0,3.857,0.0,2.8,0.03
E21107,52.272126,0.706637,584768.0,267226.0,1.126,0.02,0.393,0.081
680324,53.061892,-2.526064,364842.0,351758.0,3.23,0.32,1.5,0.397
45667,50.704836,-3.059204,325300.0,90002.0,,,,
694063,53.374184,-2.653505,356619.0,386570.0,7.365,1.995,6.2,2.6109999999999998
2239TH,51.414788,-1.539372,432130.0,168520.0,0.307,0.034,0.19,0.053
E4427,52.212737,-0.9388529999999999,472600.0,257700.0,2.066,0.0,1.1,0.061
5349TH,51.668821,-0.035081,535980.0,198500.0,1.3940000000000001,0.021,1.1,0.05
44111,50.56481,-2.467283,367000.0,74000.0,6.444,,,
694121,53.041266,-2.746956,350015.0,349595.0,,,,
700406,53.657244,-2.72491,352189.0,418107.0,6.702,0.429,3.357,0.429
L3921A,54.563104,-1.231019,449822.0,518926.0,1.04,0.0,0.153,0.004
763201,54.894613,-2.686767,356050.0,555760.0,3.151,0.156,0.741,0.193
730511,54.280023,-2.755861,350883.0,487419.0,4.276,0.11,1.7000000000000002,0.19
2880TH,51.559236,-0.48408199999999996,505184.0,185573.0,1.287,0.871,1.2,0.803
690160,53.598766,-2.305182,379900.0,411400.0,2.178,0.191,1.5,0.23
023007,54.917259,-1.73922,416814.0,558095.0,2.37,0.079,0.316,0.11900000000000001
2129,52.417908,-1.54648,430941.0,280088.0,1.587,0.013000000000000001,1.1,0.033
698106,53.563325,-2.888611,341240.0,407781.0,1.015,0.015,1.125,0.015
50118,50.843021,-4.122236,250680.0,106980.0,3.656,0.15,3.2,0.251
022020,55.348353,-1.608289,424938.0,606108.0,3.495,0.138,1.4,0.32
2038,52.794313,-3.110292,325230.0,322440.0,2.675,0.092,1.047,0.225
1290_w2TH,51.786053,-1.3511980000000001,444850.0,209910.0,1.292,0.088,0.77,0.14400000000000002
2723TH,51.514636,-0.683855,491425.0,180345.0,,,,
700448,53.660749,-2.778025,348683.0,418534.0,4.104,0.47100000000000003,3.024,0.47100000000000003
L2711,54.281971,-0.5070089999999999,497299.0,488400.0,45.28,41.07,42.9,41.225
023022,55.181833,-2.45222,371300.0,587600.0,2.573,0.082,1.3,0.294
52152,51.031606,-2.7990180000000002,344066.0,126109.0,3.876,0.809,2.057,0.9400000000000001
L0410,53.376972,-1.463457,435791.0,386815.0,0.809,-0.1,0.30000000000000004,-0.011
L1355,53.678129,-1.5049190000000001,432800.0,420300.0,2.081,0.153,0.88,0.224
E22022,51.938949,0.5029819999999999,572153.0,229676.0,2.642,0.306,2.45,0.325
E14330,50.819049,-1.450824,438782.0,102311.0,2.55,,,
2117,52.421794,-1.255694,450713.0,280684.0,1.758,0.015,1.38,0.085
F2802,53.759195,-0.9366749999999999,470200.0,429730.0,5.43,0.9390000000000001,5.2,1.565
E15280,51.440152,0.113674,547001.0,173359.0,2.326,0.0,1.0,0.278
5378TH,51.603395,-0.012274,537755.0,191267.0,4.759,0.598,2.604,0.995
52116,50.92686,-2.768537,346082.0,114438.0,2.925,0.0,1.8,0.053
E22078,52.681119,0.8936489999999999,595702.0,313199.0,1.682,0.08700000000000001,1.8,0.0
2049,52.286203,-1.549042,430858.0,265437.0,,,,
L17032,53.779574,-1.587145,427303.0,431552.0,2.017,0.018000000000000002,2.5,0.041
L3408,53.867381,-0.665165,487873.0,442068.0,3.635,-0.053,2.25,0.025
1925TH,51.817792,-0.801624,482700.0,213920.0,2.0,0.612,1.49,0.968
3650TH,51.518702,-0.39175699999999997,511683.0,181202.0,1.3639999999999999,0.094,2.34,0.115
L0670,53.429981,-1.423463,438404.0,392733.0,3.46,-0.07,1.8,0.032
0144TH,51.650724,-1.973061,401960.0,194660.0,1.484,0.325,1.6,0.363
E4828,52.546177,-0.832027,479300.0,294900.0,11.5,0.0,3.5700000000000003,0.22
48109,50.192101,-5.383946,158564.0,37935.0,,,,
L3402,53.709091,-0.542562,496296.0,424617.0,4.521,1.49,2.52,1.562
F1104,53.641316,-1.7950949999999999,413644.0,416110.0,1.907,0.0,1.3,0.209
3680TH,51.448604,-0.339937,515455.0,173487.0,0.9560000000000001,-0.017,1.55,0.018000000000000002
45140,51.13829,-3.758506,277070.0,139140.0,1.818,0.0,1.0,0.019
724528,54.109696,-2.63518,358570.0,468390.0,2.452,0.14300000000000002,1.8,0.2
